,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales Availability Report,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Project,Stage,Category,Unit Type,Unit Code,Grand Total (Pricing Structure),Total Finishing Price,Unit Total with Finishing Price,Planned Delivery Date,Actual Delivery Date,Completion Progress, Land Area  (Pricing Structure), Built Area  (Pricing Structure), Basement Area  (Pricing Structure), Uncovered Basement Area  (Pricing Structure), Penthouse Area  (Pricing Structure), Semi Covered Roof Area  (Pricing Structure), Roof Area  (Pricing Structure),Garden / Outdoor Area (Pricing Structure), Garage Area  (Pricing Structure),  Pergola Area  (Pricing Structure), Storage Area  (Pricing Structure), Extra BuiltUp Area  (Pricing Structure),Finishing Specs, Club  (Pricing Structure),,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3001-54,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-1B,Apartment,JIR-3001-55,"ج.م.‏​8,001,000.00",ج.م.‏​0.00,"ج.م.‏​8,001,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B+N,Apartment,JIR-3001-61,"ج.م.‏​17,670,000.00",ج.م.‏​0.00,"ج.م.‏​17,670,000.00",6/30/2029,,,0.00,144.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3001-62,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3001-63,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B+N,Apartment,JIR-3001-64,"ج.م.‏​17,550,000.00",ج.م.‏​0.00,"ج.م.‏​17,550,000.00",6/30/2029,,,0.00,143.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Penthouse-2B+N,Apartment,JIR-3001-71,"ج.م.‏​15,570,000.00",ج.م.‏​0.00,"ج.م.‏​15,570,000.00",6/30/2029,,,0.00,126.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Penthouse-2B,Apartment,JIR-3001-72,"ج.م.‏​12,060,000.00",ج.م.‏​0.00,"ج.م.‏​12,060,000.00",6/30/2029,,,0.00,99.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Penthouse-2B,Apartment,JIR-3001-73,"ج.م.‏​12,060,000.00",ج.م.‏​0.00,"ج.م.‏​12,060,000.00",6/30/2029,,,0.00,99.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Penthouse-2B+N,Apartment,JIR-3001-74,"ج.م.‏​15,570,000.00",ج.م.‏​0.00,"ج.م.‏​15,570,000.00",6/30/2029,,,0.00,126.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-3B+N,Apartment,JIR-3002-01,"ج.م.‏​21,771,000.00",ج.م.‏​0.00,"ج.م.‏​21,771,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-2B,Apartment,JIR-3002-02,"ج.م.‏​14,556,000.00",ج.م.‏​0.00,"ج.م.‏​14,556,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-2B,Apartment,JIR-3002-03,"ج.م.‏​14,556,000.00",ج.م.‏​0.00,"ج.م.‏​14,556,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-3B+N,Apartment,JIR-3002-04,"ج.م.‏​21,653,000.00",ج.م.‏​0.00,"ج.م.‏​21,653,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-11,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3002-12,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3002-13,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-14,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-21,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3002-22,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3002-23,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-24,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-1B,Apartment,JIR-3002-25,"ج.م.‏​8,001,000.00",ج.م.‏​0.00,"ج.م.‏​8,001,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-31,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3002-32,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-34,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-1B,Apartment,JIR-3002-35,"ج.م.‏​8,001,000.00",ج.م.‏​0.00,"ج.م.‏​8,001,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-41,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3002-42,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3002-43,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-44,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-1B,Apartment,JIR-3002-45,"ج.م.‏​8,001,000.00",ج.م.‏​0.00,"ج.م.‏​8,001,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-51,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3002-52,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3002-53,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3002-54,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B+N,Apartment,JIR-3002-61,"ج.م.‏​17,670,000.00",ج.م.‏​0.00,"ج.م.‏​17,670,000.00",6/30/2029,,,0.00,144.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Penthouse-2B+N,Apartment,JIR-3002-71,"ج.م.‏​15,570,000.00",ج.م.‏​0.00,"ج.م.‏​15,570,000.00",6/30/2029,,,0.00,126.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Penthouse-2B,Apartment,JIR-3002-72,"ج.م.‏​12,060,000.00",ج.م.‏​0.00,"ج.م.‏​12,060,000.00",6/30/2029,,,0.00,99.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Penthouse-2B+N,Apartment,JIR-3002-74,"ج.م.‏​15,570,000.00",ج.م.‏​0.00,"ج.م.‏​15,570,000.00",6/30/2029,,,0.00,126.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-3B+N,Apartment,JIR-3003-01,"ج.م.‏​21,771,000.00",ج.م.‏​0.00,"ج.م.‏​21,771,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-2B,Apartment,JIR-3003-02,"ج.م.‏​14,556,000.00",ج.م.‏​0.00,"ج.م.‏​14,556,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-2B,Apartment,JIR-3003-03,"ج.م.‏​14,556,000.00",ج.م.‏​0.00,"ج.م.‏​14,556,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-3B+N,Apartment,JIR-3003-04,"ج.م.‏​21,653,000.00",ج.م.‏​0.00,"ج.م.‏​21,653,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-1B,Apartment,JIR-3003-05,"ج.م.‏​8,802,000.00",ج.م.‏​0.00,"ج.م.‏​8,802,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-11,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3003-12,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-14,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-1B,Apartment,JIR-3003-15,"ج.م.‏​8,001,000.00",ج.م.‏​0.00,"ج.م.‏​8,001,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-21,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3003-23,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-24,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-1B,Apartment,JIR-3003-25,"ج.م.‏​8,001,000.00",ج.م.‏​0.00,"ج.م.‏​8,001,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-31,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-34,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-1B,Apartment,JIR-3003-35,"ج.م.‏​8,001,000.00",ج.م.‏​0.00,"ج.م.‏​8,001,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-41,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-44,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-51,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3003-54,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B+N,Apartment,JIR-3003-61,"ج.م.‏​17,670,000.00",ج.م.‏​0.00,"ج.م.‏​17,670,000.00",6/30/2029,,,0.00,144.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B+N,Apartment,JIR-3003-64,"ج.م.‏​17,550,000.00",ج.م.‏​0.00,"ج.م.‏​17,550,000.00",6/30/2029,,,0.00,143.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-1B,Apartment,JIR-3003-65,"ج.م.‏​8,001,000.00",ج.م.‏​0.00,"ج.م.‏​8,001,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Penthouse-2B+N,Apartment,JIR-3003-74,"ج.م.‏​15,570,000.00",ج.م.‏​0.00,"ج.م.‏​15,570,000.00",6/30/2029,,,0.00,126.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-3B+N,Apartment,JIR-3018-01,"ج.م.‏​21,771,000.00",ج.م.‏​0.00,"ج.م.‏​21,771,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-2B,Apartment,JIR-3018-02,"ج.م.‏​14,556,000.00",ج.م.‏​0.00,"ج.م.‏​14,556,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-2B,Apartment,JIR-3018-03,"ج.م.‏​14,556,000.00",ج.م.‏​0.00,"ج.م.‏​14,556,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-3B+N,Apartment,JIR-3018-04,"ج.م.‏​21,653,000.00",ج.م.‏​0.00,"ج.م.‏​21,653,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3018-11,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3018-12,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-2B,Apartment,JIR-3018-13,"ج.م.‏​12,720,000.00",ج.م.‏​0.00,"ج.م.‏​12,720,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3018-14,"ج.م.‏​18,644,000.00",ج.م.‏​0.00,"ج.م.‏​18,644,000.00",6/30/2029,,,0.00,158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-1B,Apartment,JIR-3018-15,"ج.م.‏​8,001,000.00",ج.م.‏​0.00,"ج.م.‏​8,001,000.00",6/30/2029,,,0.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Typical-3B+N,Apartment,JIR-3018-21,"ج.م.‏​18,762,000.00",ج.م.‏​0.00,"ج.م.‏​18,762,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
